sid,title,group_name,datelocation,year,month,mid,name,year:1,nbr_sessions,instruments
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,40,Phil Woods,NaN,646,
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,40733,Kenyon Hopkins,NaN,27,"arr,cond"
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,4597,Don Lamond,NaN,552,d
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,4609,Jim Dahl,NaN,99,
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,4639,Frank Rehak,NaN,292,tb
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,4645,Dick Hixson,NaN,99,b-tb
R182352,Once Around the Clock With Patricia Scot,Patricia Scot/The Creed Taylor Orchestra,"New York, c. 1959",1959,,759,Jerome Richardson,NaN,640,as
R125263,For Members Only,,"New York, August 22, 1963",1963,August,10,Jimmy Cobb,NaN,339,d
R125263,For Members Only,,"New York, August 22, 1963",1963,August,5853,Earl May,NaN,124,b
R125263,For Members Only,,"New York, August 22, 1963",1963,August,9871,Shirley Scott,NaN,111,org
R125264,,,"New York, August 24, 1963",1963,August,124808,Eddy Manson,NaN,3,hca
R125264,,,"New York, August 24, 1963",1963,August,17864,Joe Venuto,NaN,100,perc
R125264,,,"New York, August 24, 1963",1963,August,2168,Oliver Nelson,NaN,242,"arr,cond"
R125264,,,"New York, August 24, 1963",1963,August,2359,Thad Jones,NaN,429,
R125264,,,"New York, August 24, 1963",1963,August,2475,Jimmy Cleveland,NaN,513,tb
R125264,,,"New York, August 24, 1963",1963,August,2482,Ernie Royal,NaN,689,
R125264,,,"New York, August 24, 1963",1963,August,2535,Jimmy Nottingham,NaN,235,
R125264,,,"New York, August 24, 1963",1963,August,25692,Tom McIntosh,NaN,74,tp
R125264,,,"New York, August 24, 1963",1963,August,4581,Tom Mitchell,NaN,202,
R125264,,,"New York, August 24, 1963",1963,August,4647,Ed Shaughnessy,NaN,256,d
R125264,,,"New York, August 24, 1963",1963,August,4685,Art Davis,NaN,149,b
R125264,,,"New York, August 24, 1963",1963,August,66623,Jerry Kail,NaN,47,
R125264,,,"New York, August 24, 1963",1963,August,7083,Mundell Lowe,NaN,361,g
R125264,,,"New York, August 24, 1963",1963,August,9559,Quentin Jackson,NaN,422,
R125264,,,"New York, August 24, 1963",1963,August,9871,Shirley Scott,NaN,111,org
R12795,Calypso In Brass,,"New York, early 1960's",1960,,11,Ray Barretto,NaN,199,perc
R12795,Calypso In Brass,,"New York, early 1960's",1960,,23964,Harry Belafonte,NaN,9,vcl
R12795,Calypso In Brass,,"New York, early 1960's",1960,,23974,Howard A. Roberts,1962,1,cond
R12795,Calypso In Brass,,"New York, early 1960's",1960,,2482,Ernie Royal,NaN,689,tp
R12795,Calypso In Brass,,"New York, early 1960's",1960,,759,Jerome Richardson,NaN,640,"as,pic"
R12795,Calypso In Brass,,"New York, early 1960's",1960,,9855,Bob Freedman,NaN,33,arr
R12905,Another Dimension,Charles Bell And The Contemporary Jazz Quartet,"New York, March 9, 1962",1962,March,24309,Frank Traficante,1960,1,
R12905,Another Dimension,Charles Bell And The Contemporary Jazz Quartet,"New York, March 9, 1962",1962,March,9,Ron Carter,NaN,1138,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,10753,Moe Wechsler,NaN,56,p
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,10761,Stan Webb,NaN,152,"ts,reeds"
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,17105,Bernie Kaufman,NaN,55,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,17110,Tony Mottola,NaN,129,g
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,2483,Bobby Byrne,NaN,134,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4273,Doc Severinsen,NaN,245,tp
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4639,Frank Rehak,NaN,292,tb
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4645,Dick Hixson,NaN,99,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4648,Al Klink,NaN,626,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4650,Phil Bodner,NaN,360,bar
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,4655,Wayne Andre,NaN,250,b-tb
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,5424,Bob Alexander,NaN,100,
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,6184,Bob Haggart,NaN,584,b
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,6439,Bobby Rosengarden,NaN,178,vib
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,7089,Toots Mondello,NaN,264,as
R126432,Doc Severinsen's Trumpet,Doc Severinsen And His Orchestra,"New York, June, 1960",1960,June,8795,Sol Gubin,NaN,116,d
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,10761,Stan Webb,NaN,152,saxes
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,1354,Urbie Green,NaN,608,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,14845,Hank Freeman,NaN,293,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,17110,Tony Mottola,NaN,129,g
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,20529,Marky Markowitz,NaN,200,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,2482,Ernie Royal,NaN,689,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,2483,Bobby Byrne,NaN,134,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,25130,Mel Davis,NaN,111,tp
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,2534,Jimmy Maxwell,NaN,322,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4273,Doc Severinsen,NaN,245,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4580,Bernie Glow,NaN,460,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4597,Don Lamond,NaN,552,d
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4639,Frank Rehak,NaN,292,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4645,Dick Hixson,NaN,99,tb
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4648,Al Klink,NaN,626,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4649,Walt Levinsky,NaN,151,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4650,Phil Bodner,NaN,360,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,4651,Bill Slapin,NaN,105,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,5424,Bob Alexander,NaN,100,
R126433,The Big Band's Back In Town,,"New York, prob. 1964",1964,,6184,Bob Haggart,NaN,584,b
R82638,,,"New York, February 19, 1962",1962,February,12945,Dave Lambert,NaN,68,
R82638,,,"New York, February 19, 1962",1962,February,12946,Annie Ross,NaN,78,vcl
R82638,,,"New York, February 19, 1962",1962,February,30704,Stu Martin,NaN,77,d
R82638,,,"New York, February 19, 1962",1962,February,5883,Gildo Mahones,NaN,85,p
R82638,,,"New York, February 19, 1962",1962,February,7599,Jon Hendricks,NaN,130,
R82638,,,"New York, February 19, 1962",1962,February,8101,Pony Poindexter,NaN,33,as
R82638,,,"New York, February 19, 1962",1962,February,9,Ron Carter,NaN,1138,b
R82639,,,"New York, March 9, 1962",1962,March,12945,Dave Lambert,NaN,68,
R82639,,,"New York, March 9, 1962",1962,March,12946,Annie Ross,NaN,78,vcl
R82639,,,"New York, March 9, 1962",1962,March,30704,Stu Martin,NaN,77,d
R82639,,,"New York, March 9, 1962",1962,March,5883,Gildo Mahones,NaN,85,p
R82639,,,"New York, March 9, 1962",1962,March,7599,Jon Hendricks,NaN,130,
R82639,,,"New York, March 9, 1962",1962,March,8101,Pony Poindexter,NaN,33,as
R82639,,,"New York, March 9, 1962",1962,March,9,Ron Carter,NaN,1138,b
R82639,,,"New York, March 9, 1962",1962,March,96505,W. Yancy,1962,1,b
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,19365,Armando Peraza,NaN,100,perc-1
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,22168,Percy Brice,NaN,66,d
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,2472,Nat Adderley,NaN,288,cnt-2
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,2473,Cannonball Adderley,NaN,214,as-2
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,2611,Al McKibbon,NaN,230,b
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,3060,Toots Thielemans,NaN,456,g
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,38536,George Shearing,NaN,253,p
R165463,At Newport,George Shearing Sextet,"Live ""Newport Jazz Festival"", Newport, RI, July 5, 1957",1957,July,4326,Emil Richards,NaN,180,vib
R127866,,,"New York, July 9, 1957",1957,July,2349,Hank Jones,NaN,1028,p
R127866,,,"New York, July 9, 1957",1957,July,2360,Paul Chambers,NaN,346,b
R127866,,,"New York, July 9, 1957",1957,July,3371,Art Taylor,NaN,313,d
R127866,,,"New York, July 9, 1957",1957,July,40,Phil Woods,NaN,646,as
R127866,,,"New York, July 9, 1957",1957,July,756,Benny Golson,NaN,241,ts
R127866,,,"New York, July 9, 1957",1957,July,9557,Sahib Shihab,NaN,217,bar
R128131,Introducing Wayne Shorter,,"New York, November 9 (first 4 tunes) & November 10, 1959",1959,November,10,Jimmy Cobb,NaN,339,d
R128131,Introducing Wayne Shorter,,"New York, November 9 (first 4 tunes) & November 10, 1959",1959,November,2352,Wynton Kelly,NaN,261,p
R128131,Introducing Wayne Shorter,,"New York, November 9 (first 4 tunes) & November 10, 1959",1959,November,2360,Paul Chambers,NaN,346,b
R128131,Introducing Wayne Shorter,,"New York, November 9 (first 4 tunes) & November 10, 1959",1959,November,3966,Wayne Shorter,NaN,358,ts
R128131,Introducing Wayne Shorter,,"New York, November 9 (first 4 tunes) & November 10, 1959",1959,November,755,Lee Morgan,NaN,188,tp
R128136,,,"Englewood Cliffs, N.J., November 2, 1964",1964,November,2357,Herbie Hancock,NaN,565,p
R128136,,,"Englewood Cliffs, N.J., November 2, 1964",1964,November,2978,Billy Higgins,NaN,480,d
R128136,,,"Englewood Cliffs, N.J., November 2, 1964",1964,November,3966,Wayne Shorter,NaN,358,ts
R128136,,,"Englewood Cliffs, N.J., November 2, 1964",1964,November,4362,Freddie Hubbard,NaN,337,tp
R128136,,,"Englewood Cliffs, N.J., November 2, 1964",1964,November,9,Ron Carter,NaN,1138,b
R128137,Speak No Evil,,"Engelwood Cliffs, N.J., December 24, 1964",1964,December,2351,Elvin Jones,NaN,408,d
R128137,Speak No Evil,,"Engelwood Cliffs, N.J., December 24, 1964",1964,December,2357,Herbie Hancock,NaN,565,p
R128137,Speak No Evil,,"Engelwood Cliffs, N.J., December 24, 1964",1964,December,3966,Wayne Shorter,NaN,358,ts
R128137,Speak No Evil,,"Engelwood Cliffs, N.J., December 24, 1964",1964,December,4362,Freddie Hubbard,NaN,337,tp
R128137,Speak No Evil,,"Engelwood Cliffs, N.J., December 24, 1964",1964,December,9,Ron Carter,NaN,1138,b
R183063,,,"Live ""Free Trade Hall"", Manchester, United Kingdom, September 20, 1958",1958,September,2363,Zoot Sims,NaN,551,ts
R183063,,,"Live ""Free Trade Hall"", Manchester, United Kingdom, September 20, 1958",1958,September,2474,Kenny Clarke,NaN,513,d
R183063,,,"Live ""Free Trade Hall"", Manchester, United Kingdom, September 20, 1958",1958,September,4268,Oscar Pettiford,NaN,400,b
R183063,,,"Live ""Free Trade Hall"", Manchester, United Kingdom, September 20, 1958",1958,September,6384,Red Garland,NaN,94,p
R183064,,,"Live ""Konserthuset"", Stockholm, Sweden, September 22, 1958",1958,September,2363,Zoot Sims,NaN,551,ts
R183064,,,"Live ""Konserthuset"", Stockholm, Sweden, September 22, 1958",1958,September,2474,Kenny Clarke,NaN,513,d
R183064,,,"Live ""Konserthuset"", Stockholm, Sweden, September 22, 1958",1958,September,4268,Oscar Pettiford,NaN,400,b
R183064,,,"Live ""Konserthuset"", Stockholm, Sweden, September 22, 1958",1958,September,6384,Red Garland,NaN,94,p
R128990,,Zoot Sims Quartet,"Concert, Berlin, Germany, September 28, 1958",1958,September,2363,Zoot Sims,NaN,551,ts
R128990,,Zoot Sims Quartet,"Concert, Berlin, Germany, September 28, 1958",1958,September,2474,Kenny Clarke,NaN,513,d
R128990,,Zoot Sims Quartet,"Concert, Berlin, Germany, September 28, 1958",1958,September,4268,Oscar Pettiford,NaN,400,b
R128990,,Zoot Sims Quartet,"Concert, Berlin, Germany, September 28, 1958",1958,September,6384,Red Garland,NaN,94,p
R129655,All Members,Don Sleet Quintet,"New York, March 16, 1961",1961,March,10,Jimmy Cobb,NaN,339,d
R129655,All Members,Don Sleet Quintet,"New York, March 16, 1961",1961,March,102749,Don Sleet,NaN,8,tp
R129655,All Members,Don Sleet Quintet,"New York, March 16, 1961",1961,March,2352,Wynton Kelly,NaN,261,p
R129655,All Members,Don Sleet Quintet,"New York, March 16, 1961",1961,March,2525,Jimmy Heath,NaN,194,ts
R129655,All Members,Don Sleet Quintet,"New York, March 16, 1961",1961,March,9,Ron Carter,NaN,1138,b
R130338,Softly As A Summer Breeze,,"New York, February 26, 1958",1958,February,21594,Jimmy Smith,NaN,171,org
R130338,Softly As A Summer Breeze,,"New York, February 26, 1958",1958,February,2495,Philly Joe Jones,NaN,250,d
R130338,Softly As A Summer Breeze,,"New York, February 26, 1958",1958,February,2620,Kenny Burrell,NaN,610,g
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,1004,Joe Newman,NaN,657,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,1354,Urbie Green,NaN,608,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,21594,Jimmy Smith,NaN,171,org
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2168,Oliver Nelson,NaN,242,"arr,cond"
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2350,George Duvivier,NaN,809,b
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2475,Jimmy Cleveland,NaN,513,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2482,Ernie Royal,NaN,689,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2497,Barry Galbraith,NaN,600,g
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2539,Bob Ashton,NaN,61,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,2649,Jerry Dodgion,NaN,372,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,40,Phil Woods,NaN,646,as
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,4273,Doc Severinsen,NaN,245,
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,4306,Britt Woodman,NaN,398,tb
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,4581,Tom Mitchell,NaN,202,b-tb
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,4647,Ed Shaughnessy,NaN,256,d
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,6446,Joe Wilder,NaN,293,tp
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,9025,George Barrow,NaN,49,bar
R130356,,Jimmy Smith With Oliver Nelson's Orchestra,"Englewood Cliffs, N.J., March 26, 1962",1962,March,9063,"Arthur ""Babe"" Clarke",NaN,90,ts
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,1004,Joe Newman,NaN,657,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,1354,Urbie Green,NaN,608,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,21594,Jimmy Smith,NaN,171,org
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2168,Oliver Nelson,NaN,242,"arr,cond"
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2350,George Duvivier,NaN,809,b
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2475,Jimmy Cleveland,NaN,513,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2482,Ernie Royal,NaN,689,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2497,Barry Galbraith,NaN,600,g
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2539,Bob Ashton,NaN,61,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,2649,Jerry Dodgion,NaN,372,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,40,Phil Woods,NaN,646,as
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,4273,Doc Severinsen,NaN,245,
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,4306,Britt Woodman,NaN,398,tb
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,4581,Tom Mitchell,NaN,202,b-tb
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,4647,Ed Shaughnessy,NaN,256,d
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,6446,Joe Wilder,NaN,293,tp
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,9025,George Barrow,NaN,49,bar
R130357,,,"Englewood Cliffs, N.J., March 28, 1962",1962,March,9063,"Arthur ""Babe"" Clarke",NaN,90,ts
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,1004,Joe Newman,NaN,657,
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,1354,Urbie Green,NaN,608,
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,1672,Milt Hinton,NaN,1210,b
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,21594,Jimmy Smith,NaN,171,org
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2168,Oliver Nelson,NaN,242,"arr,cond"
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2363,Zoot Sims,NaN,551,ts
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2475,Jimmy Cleveland,NaN,513,tb
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2482,Ernie Royal,NaN,689,tp
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2484,Danny Bank,NaN,418,"bar,fl"
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,2514,George Dorsey,NaN,120,"as,fl"
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,25700,Jimmy Johnson,NaN,76,d
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,38,Clark Terry,NaN,918,
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,40,Phil Woods,NaN,646,as
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,4575,Al Cohn,NaN,601,
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,4581,Tom Mitchell,NaN,202,b-tb
R130363,Hobo Flats,Jimmy Smith Acc By Oliver Nelson's Orchestra,"New York, March 15, 1963",1963,March,9559,Quentin Jackson,NaN,422,
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,1354,Urbie Green,NaN,608,tb
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,21594,Jimmy Smith,NaN,171,org
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,2482,Ernie Royal,NaN,689,
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,2523,Snooky Young,NaN,515,tp
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,2620,Kenny Burrell,NaN,610,g
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,2636,Romeo Penque,NaN,293,
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,40,Phil Woods,NaN,646,"as,cl"
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,4576,Sol Schlinger,NaN,227,"bar,cl"
R130370,Who's Afraid Of Virginia Woolf,,"Englewood Cliffs, N.J., January 20, 1964",1964,January,759,Jerome Richardson,NaN,640,reeds
R130374,The Cat,,"New York, April 27, 1964",1964,April,133767,Bill Correa,1964,2,fhr
R130374,The Cat,,"New York, April 27, 1964",1964,April,1354,Urbie Green,NaN,608,
R130374,The Cat,,"New York, April 27, 1964",1964,April,20529,Marky Markowitz,NaN,200,
R130374,The Cat,,"New York, April 27, 1964",1964,April,21594,Jimmy Smith,NaN,171,org
R130374,The Cat,,"New York, April 27, 1964",1964,April,2350,George Duvivier,NaN,809,b
R130374,The Cat,,"New York, April 27, 1964",1964,April,2359,Thad Jones,NaN,429,tp
R130374,The Cat,,"New York, April 27, 1964",1964,April,2475,Jimmy Cleveland,NaN,513,
R130374,The Cat,,"New York, April 27, 1964",1964,April,2482,Ernie Royal,NaN,689,
R130374,The Cat,,"New York, April 27, 1964",1964,April,2513,Don Butterfield,NaN,143,tu
R130374,The Cat,,"New York, April 27, 1964",1964,April,2523,Snooky Young,NaN,515,
R130374,The Cat,,"New York, April 27, 1964",1964,April,2534,Jimmy Maxwell,NaN,322,
R130374,The Cat,,"New York, April 27, 1964",1964,April,2537,Tony Studd,NaN,170,b-tb
R130374,The Cat,,"New York, April 27, 1964",1964,April,2540,Grady Tate,NaN,669,d
R130374,The Cat,,"New York, April 27, 1964",1964,April,2571,Lalo Schifrin,NaN,131,"arr,dir"
R130374,The Cat,,"New York, April 27, 1964",1964,April,2620,Kenny Burrell,NaN,610,g
R130374,The Cat,,"New York, April 27, 1964",1964,April,4574,Billy Byers,NaN,297,tb
R130374,The Cat,,"New York, April 27, 1964",1964,April,4580,Bernie Glow,NaN,460,
R130374,The Cat,,"New York, April 27, 1964",1964,April,4595,Jimmy Buffington,NaN,243,
R130374,The Cat,,"New York, April 27, 1964",1964,April,4634,Phil Kraus,NaN,162,perc
R130374,The Cat,,"New York, April 27, 1964",1964,April,4661,Earl Chapin,NaN,58,
R130374,The Cat,,"New York, April 27, 1964",1964,April,4664,Ray Alonge,NaN,137,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,1004,Joe Newman,NaN,657,flhrn
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,19375,Don Corrado,NaN,38,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,21594,Jimmy Smith,NaN,171,org
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2475,Jimmy Cleveland,NaN,513,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2482,Ernie Royal,NaN,689,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2510,Paul Faulise,NaN,175,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2540,Grady Tate,NaN,669,d
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2620,Kenny Burrell,NaN,610,g
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,2630,George Devens,NaN,120,perc
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,3436,Chauncey Welsch,NaN,234,tb
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4574,Billy Byers,NaN,297,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4575,Al Cohn,NaN,601,arr
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4580,Bernie Glow,NaN,460,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4581,Tom Mitchell,NaN,202,b-tb
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4595,Jimmy Buffington,NaN,243,fhr
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4657,Harvey Phillips,NaN,74,tu
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4658,Danny Stiles,NaN,67,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4661,Earl Chapin,NaN,58,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,4685,Art Davis,NaN,149,b
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,6446,Joe Wilder,NaN,293,tp
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,72460,Morris Secon,NaN,11,
R130376,,,"Englewood Cliffs, N.J., September 29, 1964",1964,September,8642,Margaret Ross,NaN,88,harp
R130701,Here Comes Louis Smith,,"Hackensack, N.J., February 4, 1957",1957,February,133898,Buckshot La Funke,1957,2,as
